iter	Logloss
134	0.1084730371
135	0.107737296
136	0.1070247898
137	0.1062862347
138	0.1057201336
139	0.1050016725
140	0.1041909156
141	0.103765235
142	0.1030466253
143	0.1021655591
144	0.1008402242
145	0.1002833379
146	0.09962479232
147	0.09901349947
148	0.09868676322
149	0.09726483234
150	0.09673951384
151	0.09603066382
152	0.09555214225
153	0.09477633191
154	0.09407495276
155	0.09349745713
156	0.09281592431
157	0.09207079999
158	0.09111117078
159	0.09031652475
160	0.089560858
161	0.08926184518
162	0.08893169056
163	0.08822417817
164	0.08762321968
165	0.08696038382
166	0.08635351998
167	0.08568023087
168	0.08467714384
169	0.08425491135
170	0.08369441837
171	0.0831150154
172	0.08265747467
173	0.08213645638
174	0.08162904715
175	0.08083740829
176	0.08024842894
177	0.07989381072
178	0.07967337571
179	0.07903990807
180	0.07854965012
181	0.07771320095
182	0.07719139
183	0.07636064802
184	0.07591257467
185	0.07539934431
186	0.07502823867
187	0.07426880675
188	0.07399728948
189	0.07338065606
190	0.07315564341
191	0.07283900868
192	0.07233673195
193	0.07200761275
194	0.07164022272
195	0.0710471017
196	0.07070008315
197	0.07044309145
198	0.06972669131
199	0.06920402824
200	0.06861334962
201	0.0682461528
202	0.06772144863
203	0.0671977006
204	0.06695662164
205	0.06663042539
206	0.0665199577
207	0.06603976163
208	0.0656690226
209	0.0654306387
210	0.06501549064
211	0.06466247261
212	0.06418189012
213	0.06371051739
214	0.0632353795
215	0.06311056955
216	0.06275398948
217	0.06242791708
218	0.06200213742
219	0.06147290515
220	0.06111913409
221	0.06081169426
222	0.06037259783
223	0.06018312132
224	0.05992036299
225	0.05956134548
226	0.05938230737
227	0.0588728174
228	0.05853849139
229	0.05811839413
230	0.05769464072
231	0.05758006108
232	0.0572442835
233	0.05692341792
234	0.05657186632
235	0.05636129008
236	0.05610340168
237	0.05593906254
238	0.05572856556
239	0.05544504934
240	0.05503494956
241	0.05467522856
242	0.05445771651
243	0.05420443052
244	0.05390137016
245	0.05361280565
246	0.05321160849
247	0.05295764378
248	0.05263911656
249	0.05248303104
250	0.05206899271
251	0.05182503044
252	0.05145245837
253	0.05098283446
254	0.05081014757
255	0.05048889061
256	0.05013275146
257	0.04986534119
258	0.04947235801
259	0.04914124724
260	0.04885088933
261	0.04857198046
262	0.04831314582
263	0.04798940683
264	0.04776978431
265	0.04768713419
266	0.04748518808
267	0.04737798022
268	0.04699059524
269	0.04674425497
270	0.04639530925
271	0.04610927136
272	0.04602161754
273	0.04575928032
274	0.04550376
275	0.04519057336
276	0.04490363877
277	0.04464991186
278	0.04442524105
279	0.04399651862
280	0.04375986867
281	0.04355918587
282	0.04326503803
283	0.04292235932
284	0.04274765609
285	0.04265694061
286	0.04240326324
287	0.04214922917
288	0.04183973833
289	0.04153498365
290	0.04142558358
291	0.04115218869
292	0.04091018578
293	0.04061251801
294	0.04042601152
295	0.0402232777
296	0.04000564179
297	0.03984589515
298	0.03962914603
299	0.0393409085
300	0.03914565545
301	0.03895235929
302	0.03870856545
303	0.0385085688
304	0.03835262943
305	0.03819592216
306	0.03793521732
307	0.03778747955
308	0.0376880398
309	0.03752534544
310	0.03730795724
311	0.03708328148
312	0.03685086733
313	0.03670477186
314	0.03649458452
315	0.03623355023
316	0.03605553268
317	0.03592271186
318	0.03572957175
319	0.03556567601
320	0.03535275645
321	0.03525341579
322	0.03508467241
323	0.03492281778
324	0.03477266485
325	0.03464676746
326	0.03454750854
327	0.03433871331
328	0.03417123324
329	0.03402341372
330	0.03390075386
331	0.03378492083
332	0.03360814677
333	0.03344251955
334	0.03328730596
335	0.03312532499
336	0.03295338371
337	0.03282976027
338	0.03265657301
339	0.03251750005
340	0.03242929137
341	0.03221990164
342	0.03205237451
343	0.03188850601
344	0.03170042657
345	0.03155761322
346	0.03140240459
347	0.03125759967
348	0.03105125675
349	0.03090039043
350	0.03078554822
351	0.03067627944
352	0.03061734732
353	0.03055512812
354	0.03042341951
355	0.03028050708
356	0.03011580628
357	0.02995943837
358	0.02978554515
359	0.02962774549
360	0.02955439679
361	0.02939226473
362	0.02934940883
363	0.02929319654
364	0.02923995674
365	0.02918473281
366	0.029082437
367	0.02895859557
368	0.02882064225
369	0.02868873299
370	0.02865815844
371	0.02850922671
372	0.02847233809
373	0.02831475394
374	0.02819153179
375	0.02809456169
376	0.02800441098
377	0.02788824602
378	0.02779910595
379	0.02760479419
380	0.02746513664
381	0.02733570941
382	0.02721729526
383	0.02710935419
384	0.02700718471
385	0.02687213452
386	0.02676469134
387	0.02671463706
388	0.02661562338
389	0.02651548509
390	0.0264357926
391	0.02635472285
392	0.02624717316
393	0.02617930127
394	0.02612726781
395	0.02603440718
396	0.02593574524
397	0.02577173307
398	0.02574781443
399	0.02566002932
400	0.025621704
401	0.02559357185
402	0.0255096064
403	0.02541307226
404	0.0253030232
405	0.02522443796
406	0.02513412872
407	0.02501998505
408	0.02497134271
409	0.02483373865
410	0.02480547026
411	0.02477585433
412	0.02469936718
413	0.02461023702
414	0.0245342651
415	0.02440002986
416	0.02432393161
417	0.0242962701
418	0.02424334241
419	0.02416112578
420	0.02407872584
421	0.02401938996
422	0.02392201609
423	0.02389935085
424	0.02383659165
425	0.02372107815
426	0.02365008763
427	0.02358670668
428	0.0234839749
429	0.02338749279
430	0.02330348523
431	0.02324501137
432	0.02317094927
433	0.02309145494
434	0.0230676973
435	0.02304103158
436	0.02291397739
437	0.0228322314
438	0.02274595484
439	0.02263164273
440	0.02255264877
441	0.02244514614
442	0.02236365033
443	0.02232706144
444	0.02225846625
445	0.02223158007
446	0.02218495158
447	0.02211972521
448	0.02201930207
449	0.02194256721
450	0.02191913407
451	0.02185359806
452	0.02176170597
453	0.02168681157
454	0.02158484521
455	0.02149237348
456	0.02143693651
457	0.02139129143
458	0.02130718479
459	0.02127172792
460	0.02122272145
461	0.02113547635
462	0.0210687241
463	0.02098424342
464	0.02089101618
465	0.02083271324
466	0.02077243111
467	0.02075310744
468	0.02066462752
469	0.02059798426
470	0.02054293496
471	0.02047004452
472	0.02040596132
473	0.02035310795
474	0.02027991654
475	0.02024446958
476	0.02014801967
477	0.02008335559
478	0.02000005772
479	0.01992737039
480	0.01989346789
481	0.01981503994
482	0.01977743421
483	0.01975037092
484	0.01968677942
485	0.01963828446
486	0.01956165239
487	0.01948560244
488	0.01938567967
489	0.01933945619
490	0.01927093654
491	0.01918467485
492	0.0191429262
493	0.01909401386
494	0.01902508054
495	0.01897674164
496	0.01890389826
497	0.01881801184
498	0.01873489107
499	0.01868968072
