iter	Logloss
0	0.6548696939
1	0.6221426035
2	0.5921860732
3	0.5704311222
4	0.5457808061
5	0.5266631684
6	0.5036400733
7	0.4831127613
8	0.4639853738
9	0.4484030191
10	0.4325763653
11	0.4175207361
12	0.4041021966
13	0.3929027211
14	0.3834320465
15	0.3728493034
16	0.3629492029
17	0.3525825401
18	0.3434957133
19	0.3419670997
20	0.3333841695
21	0.3260291161
22	0.3217571506
23	0.3144251043
24	0.3089460497
25	0.3035539503
26	0.2984875568
27	0.2924408355
28	0.2873326686
29	0.2816834091
30	0.2769866547
31	0.2719666716
32	0.2668089433
33	0.2628936768
34	0.2590055986
35	0.2545249444
36	0.250567409
37	0.2470135577
38	0.2432698039
39	0.2392453479
40	0.2364174583
41	0.2335557814
42	0.2307184789
43	0.2279143296
44	0.2264622478
45	0.2234298508
46	0.2207871474
47	0.2181790439
48	0.2154732048
49	0.2134774741
50	0.2106652991
51	0.2083499661
52	0.2057058359
53	0.2039891627
54	0.2019971971
55	0.2003861861
56	0.1983192543
57	0.1952088591
58	0.1939616018
59	0.1917534964
60	0.190720734
61	0.1891182838
62	0.1884418834
63	0.18643456
64	0.1846345976
65	0.1820080448
66	0.1803089092
67	0.1776258592
68	0.1768389021
69	0.1748153488
70	0.1735379702
71	0.1715725787
72	0.1705736433
73	0.1685862752
74	0.1667865307
75	0.1655025334
76	0.1640561488
77	0.1627571106
78	0.1614240176
79	0.1605141181
80	0.1591106861
81	0.1574399279
82	0.1573217119
83	0.1558651714
84	0.1550091632
85	0.1538793589
86	0.1532577812
87	0.1517472403
88	0.1502674251
89	0.1492047
90	0.148043526
91	0.1469454183
92	0.1453250835
93	0.1437963213
94	0.1426392196
95	0.141705243
96	0.1409363487
97	0.140403381
98	0.1388498678
99	0.1374097056
100	0.1358019742
101	0.1347590063
102	0.133922567
103	0.1330221994
104	0.1321882966
105	0.1315474374
106	0.1305823685
107	0.129925329
108	0.128889287
109	0.1277497031
110	0.1267467152
111	0.1260259455
112	0.1256812356
113	0.1250411393
114	0.1240718297
115	0.1229609799
116	0.1221992592
117	0.1218890797
118	0.1209026287
119	0.1199538986
120	0.1193635817
121	0.1184147525
122	0.1177549486
123	0.1171465787
124	0.1161321169
125	0.1154774951
126	0.1149321321
127	0.1140714373
128	0.1134010414
129	0.1125176368
130	0.1117438576
131	0.1109234005
132	0.1103251073
133	0.1092892238
